payment_id,client_id,account_id,payment_date,direction,payment_type,currency,amount,counterparty_country,status
PAY-00001246,CLIENT-0484,ACC-001437,2025-12-08,INBOUND,FX_TRANSFER,USD,124551.54,AU,PENDING
PAY-00001247,CLIENT-0255,ACC-000768,2026-06-07,OUTBOUND,SEPA,INR,209882.97,BR,SETTLED
PAY-00001248,CLIENT-0297,ACC-000876,2025-12-07,OUTBOUND,FX_TRANSFER,USD,230612.33,DE,SETTLED
PAY-00001249,CLIENT-0326,ACC-000959,2025-09-26,OUTBOUND,SEPA,USD,58047.22,FR,SETTLED
PAY-00001250,CLIENT-0351,ACC-001027,2024-12-18,INBOUND,SWIFT,EUR,5464.23,AU,SETTLED
PAY-00001251,CLIENT-0238,ACC-000715,2026-01-30,OUTBOUND,CARD,JPY,128143.63,AE,REJECTED
PAY-00001252,CLIENT-0297,ACC-000877,2024-10-22,OUTBOUND,REAL_TIME_PAYMENT,USD,110595.46,SG,REJECTED
PAY-00001253,CLIENT-0162,ACC-000491,2026-04-22,OUTBOUND,FX_TRANSFER,EUR,2919.73,IN,SETTLED
PAY-00001254,CLIENT-0487,ACC-001450,2025-11-16,OUTBOUND,FX_TRANSFER,USD,88318.94,AU,RETURNED
PAY-00001255,CLIENT-0351,ACC-001026,2025-03-29,INBOUND,ACH,EUR,11633.10,DE,SETTLED
PAY-00001256,CLIENT-0300,ACC-000885,2025-10-13,OUTBOUND,REAL_TIME_PAYMENT,USD,168878.74,AE,SETTLED
PAY-00001257,CLIENT-0431,ACC-001269,2025-04-14,OUTBOUND,WIRE,USD,1249.77,BR,SETTLED
PAY-00001258,CLIENT-0259,ACC-000777,2026-01-20,INBOUND,REAL_TIME_PAYMENT,EUR,38805.15,AU,SETTLED
PAY-00001259,CLIENT-0135,ACC-000401,2026-04-12,INBOUND,SEPA,CAD,5303.51,MX,SETTLED
PAY-00001260,CLIENT-0419,ACC-001240,2024-07-05,OUTBOUND,WIRE,USD,230291.40,BR,SETTLED
PAY-00001261,CLIENT-0256,ACC-000773,2026-06-16,OUTBOUND,FX_TRANSFER,EUR,6945.05,CA,SETTLED
PAY-00001262,CLIENT-0485,ACC-001439,2026-03-26,INBOUND,FX_TRANSFER,BRL,8502.70,AU,PENDING
PAY-00001263,CLIENT-0329,ACC-000967,2025-05-27,INBOUND,REAL_TIME_PAYMENT,USD,74294.97,JP,SETTLED
PAY-00001264,CLIENT-0356,ACC-001044,2025-12-15,OUTBOUND,CARD,USD,5768.36,NL,SETTLED
PAY-00001265,CLIENT-0304,ACC-000892,2026-06-30,INBOUND,REAL_TIME_PAYMENT,USD,11835.08,DE,SETTLED
PAY-00001266,CLIENT-0272,ACC-000814,2024-12-09,INBOUND,SWIFT,EUR,185657.91,AE,SETTLED
PAY-00001267,CLIENT-0450,ACC-001328,2025-09-30,OUTBOUND,BOOK_TRANSFER,EUR,222583.81,IE,SETTLED
PAY-00001268,CLIENT-0249,ACC-000749,2025-07-09,OUTBOUND,BOOK_TRANSFER,USD,172705.41,AE,SETTLED
PAY-00001269,CLIENT-0019,ACC-000050,2026-06-17,OUTBOUND,ACH,USD,733.24,AE,SETTLED
PAY-00001270,CLIENT-0132,ACC-000394,2026-06-09,INBOUND,FX_TRANSFER,USD,12302.56,BR,SETTLED
PAY-00001271,CLIENT-0363,ACC-001062,2026-07-27,INBOUND,REAL_TIME_PAYMENT,EUR,59845.50,IN,SETTLED
PAY-00001272,CLIENT-0327,ACC-000963,2024-07-27,OUTBOUND,WIRE,USD,155178.74,FR,SETTLED
PAY-00001273,CLIENT-0448,ACC-001319,2026-02-09,OUTBOUND,FX_TRANSFER,EUR,205496.82,US,RETURNED
PAY-00001274,CLIENT-0248,ACC-000746,2025-09-13,OUTBOUND,CARD,GBP,242345.26,AE,SETTLED
PAY-00001275,CLIENT-0005,ACC-000010,2025-05-26,INBOUND,SWIFT,CAD,123478.90,NL,SETTLED
PAY-00001276,CLIENT-0273,ACC-000816,2026-02-15,OUTBOUND,WIRE,CHF,11169.67,IN,SETTLED
PAY-00001277,CLIENT-0319,ACC-000935,2025-11-12,OUTBOUND,SEPA,MXN,11582.64,US,SETTLED
PAY-00001278,CLIENT-0383,ACC-001114,2024-07-24,OUTBOUND,CARD,CHF,199442.75,CH,SETTLED
PAY-00001279,CLIENT-0177,ACC-000533,2025-01-24,INBOUND,CARD,USD,3327.11,AE,SETTLED
PAY-00001280,CLIENT-0032,ACC-000088,2026-06-23,OUTBOUND,REAL_TIME_PAYMENT,USD,246346.68,IE,SETTLED
PAY-00001281,CLIENT-0482,ACC-001431,2026-02-03,OUTBOUND,REAL_TIME_PAYMENT,USD,208285.97,AE,SETTLED
PAY-00001282,CLIENT-0464,ACC-001368,2025-09-25,INBOUND,CARD,USD,228130.20,BR,PENDING
PAY-00001283,CLIENT-0163,ACC-000494,2024-11-18,OUTBOUND,BOOK_TRANSFER,USD,239344.36,CA,SETTLED
PAY-00001284,CLIENT-0263,ACC-000789,2025-03-31,OUTBOUND,ACH,USD,13500.87,FR,SETTLED
PAY-00001285,CLIENT-0015,ACC-000036,2025-02-12,INBOUND,SEPA,USD,33482.63,AE,SETTLED
PAY-00001286,CLIENT-0169,ACC-000513,2026-07-20,OUTBOUND,ACH,USD,7432.43,FR,SETTLED
PAY-00001287,CLIENT-0345,ACC-001010,2025-04-11,OUTBOUND,SEPA,USD,11287.52,JP,SETTLED
PAY-00001288,CLIENT-0051,ACC-000142,2026-03-23,INBOUND,REAL_TIME_PAYMENT,USD,30425.66,AU,SETTLED
PAY-00001289,CLIENT-0058,ACC-000161,2024-04-03,INBOUND,SWIFT,USD,2050.99,GB,SETTLED
PAY-00001290,CLIENT-0427,ACC-001261,2025-07-28,INBOUND,SEPA,USD,68361.47,SG,SETTLED
PAY-00001291,CLIENT-0083,ACC-000233,2024-01-13,INBOUND,ACH,EUR,244041.94,SG,SETTLED
PAY-00001292,CLIENT-0141,ACC-000420,2026-01-15,OUTBOUND,WIRE,CAD,236140.73,IE,SETTLED
PAY-00001293,CLIENT-0256,ACC-000773,2026-04-22,OUTBOUND,ACH,EUR,868.13,SG,SETTLED
PAY-00001294,CLIENT-0275,ACC-000822,2026-07-01,INBOUND,REAL_TIME_PAYMENT,USD,207938.36,MX,REJECTED
PAY-00001295,CLIENT-0229,ACC-000683,2024-11-09,INBOUND,SWIFT,EUR,225861.60,AE,SETTLED
PAY-00001296,CLIENT-0056,ACC-000158,2024-03-27,OUTBOUND,FX_TRANSFER,AUD,247834.57,IN,SETTLED
PAY-00001297,CLIENT-0010,ACC-000021,2025-06-21,OUTBOUND,ACH,CAD,209799.51,JP,SETTLED
PAY-00001298,CLIENT-0323,ACC-000949,2026-02-03,INBOUND,CARD,USD,165818.31,AU,SETTLED
PAY-00001299,CLIENT-0227,ACC-000678,2025-06-17,OUTBOUND,SWIFT,USD,8710.62,DE,SETTLED
PAY-00001300,CLIENT-0116,ACC-000340,2026-03-06,OUTBOUND,SEPA,SGD,10776.53,DE,SETTLED
PAY-00001301,CLIENT-0127,ACC-000377,2024-10-26,INBOUND,WIRE,USD,232138.82,SG,SETTLED
PAY-00001302,CLIENT-0004,ACC-000009,2025-10-08,INBOUND,WIRE,JPY,17800.11,IE,SETTLED
PAY-00001303,CLIENT-0440,ACC-001301,2026-04-16,OUTBOUND,BOOK_TRANSFER,USD,3953.09,IE,SETTLED
PAY-00001304,CLIENT-0220,ACC-000656,2026-05-01,OUTBOUND,BOOK_TRANSFER,USD,145545.66,DE,SETTLED
PAY-00001305,CLIENT-0155,ACC-000467,2025-04-24,OUTBOUND,REAL_TIME_PAYMENT,JPY,131442.01,AU,SETTLED
PAY-00001306,CLIENT-0393,ACC-001144,2026-07-07,OUTBOUND,SEPA,USD,163933.69,IN,PENDING
PAY-00001307,CLIENT-0489,ACC-001456,2025-08-12,OUTBOUND,WIRE,GBP,27715.71,BR,SETTLED
PAY-00001308,CLIENT-0225,ACC-000671,2025-02-14,INBOUND,WIRE,AED,141242.76,BR,SETTLED
PAY-00001309,CLIENT-0250,ACC-000753,2026-07-04,OUTBOUND,BOOK_TRANSFER,EUR,12450.50,IE,SETTLED
PAY-00001310,CLIENT-0125,ACC-000373,2025-04-02,OUTBOUND,SWIFT,USD,74332.99,SG,SETTLED
PAY-00001311,CLIENT-0262,ACC-000786,2026-06-17,INBOUND,CARD,USD,12592.32,CA,SETTLED
PAY-00001312,CLIENT-0259,ACC-000777,2024-12-06,OUTBOUND,SEPA,EUR,245590.67,BR,SETTLED
PAY-00001313,CLIENT-0248,ACC-000748,2025-09-28,INBOUND,REAL_TIME_PAYMENT,INR,179820.98,MX,REJECTED
PAY-00001314,CLIENT-0251,ACC-000756,2025-10-15,OUTBOUND,BOOK_TRANSFER,USD,5444.02,JP,SETTLED
PAY-00001315,CLIENT-0064,ACC-000176,2026-03-29,INBOUND,SWIFT,USD,84491.45,SG,SETTLED
PAY-00001316,CLIENT-0082,ACC-000230,2025-04-28,INBOUND,SWIFT,USD,13210.33,DE,SETTLED
PAY-00001317,CLIENT-0015,ACC-000034,2026-07-01,OUTBOUND,ACH,USD,139863.95,MX,SETTLED
PAY-00001318,CLIENT-0036,ACC-000096,2026-06-15,OUTBOUND,SEPA,USD,14293.02,BR,SETTLED
PAY-00001319,CLIENT-0127,ACC-000376,2026-05-20,INBOUND,WIRE,USD,1428.96,FR,SETTLED
PAY-00001320,CLIENT-0154,ACC-000461,2026-02-28,OUTBOUND,SEPA,GBP,9231.94,BR,SETTLED
PAY-00001321,CLIENT-0147,ACC-000442,2025-03-09,INBOUND,CARD,USD,77072.15,SG,SETTLED
PAY-00001322,CLIENT-0237,ACC-000712,2025-11-10,INBOUND,BOOK_TRANSFER,USD,117742.29,CH,SETTLED
PAY-00001323,CLIENT-0427,ACC-001258,2026-07-08,OUTBOUND,SEPA,USD,65983.70,MX,SETTLED
PAY-00001324,CLIENT-0387,ACC-001124,2025-12-10,OUTBOUND,SEPA,USD,14148.62,BR,SETTLED
PAY-00001325,CLIENT-0209,ACC-000620,2025-08-10,INBOUND,ACH,USD,62275.67,CA,REJECTED
PAY-00001326,CLIENT-0035,ACC-000093,2026-04-03,INBOUND,ACH,EUR,122397.18,IN,SETTLED
PAY-00001327,CLIENT-0365,ACC-001066,2024-12-28,INBOUND,SWIFT,JPY,3997.39,GB,SETTLED
PAY-00001328,CLIENT-0396,ACC-001155,2026-04-15,OUTBOUND,SWIFT,USD,25237.18,AU,PENDING
PAY-00001329,CLIENT-0429,ACC-001267,2026-03-17,OUTBOUND,SEPA,USD,123476.63,DE,SETTLED
PAY-00001330,CLIENT-0282,ACC-000837,2025-08-21,INBOUND,REAL_TIME_PAYMENT,EUR,8861.76,IN,SETTLED
PAY-00001331,CLIENT-0099,ACC-000286,2026-06-11,INBOUND,REAL_TIME_PAYMENT,USD,233813.09,CH,RETURNED
PAY-00001332,CLIENT-0222,ACC-000662,2025-11-01,OUTBOUND,SEPA,EUR,138599.21,MX,SETTLED
PAY-00001333,CLIENT-0086,ACC-000242,2026-07-22,INBOUND,CARD,USD,1901.09,AU,SETTLED
PAY-00001334,CLIENT-0150,ACC-000451,2026-07-14,OUTBOUND,SWIFT,USD,226117.48,IE,SETTLED
PAY-00001335,CLIENT-0259,ACC-000778,2025-05-08,OUTBOUND,SEPA,EUR,160842.21,NL,REJECTED
PAY-00001336,CLIENT-0414,ACC-001222,2026-03-10,INBOUND,CARD,EUR,246635.24,FR,SETTLED
PAY-00001337,CLIENT-0273,ACC-000818,2025-12-07,INBOUND,SEPA,USD,4592.32,FR,SETTLED
PAY-00001338,CLIENT-0391,ACC-001136,2025-11-30,OUTBOUND,SEPA,USD,2470.83,NL,SETTLED
PAY-00001339,CLIENT-0313,ACC-000922,2026-06-23,INBOUND,ACH,USD,186295.01,DE,SETTLED
PAY-00001340,CLIENT-0180,ACC-000542,2024-05-22,OUTBOUND,REAL_TIME_PAYMENT,USD,51993.12,DE,RETURNED
PAY-00001341,CLIENT-0368,ACC-001074,2024-09-12,INBOUND,WIRE,USD,109917.05,US,SETTLED
PAY-00001342,CLIENT-0123,ACC-000368,2026-04-16,OUTBOUND,SEPA,USD,39623.53,SG,SETTLED
PAY-00001343,CLIENT-0389,ACC-001132,2026-01-21,OUTBOUND,SEPA,USD,6106.39,AE,SETTLED
PAY-00001344,CLIENT-0477,ACC-001410,2025-08-05,OUTBOUND,ACH,USD,13992.17,AU,SETTLED
PAY-00001345,CLIENT-0476,ACC-001409,2025-12-14,INBOUND,BOOK_TRANSFER,USD,51905.89,GB,SETTLED
PAY-00001346,CLIENT-0090,ACC-000253,2024-08-28,INBOUND,FX_TRANSFER,EUR,188409.03,AE,SETTLED
PAY-00001347,CLIENT-0464,ACC-001371,2026-05-09,INBOUND,BOOK_TRANSFER,USD,157452.87,DE,SETTLED
PAY-00001348,CLIENT-0158,ACC-000477,2025-08-20,INBOUND,BOOK_TRANSFER,EUR,71835.32,SG,SETTLED
PAY-00001349,CLIENT-0199,ACC-000596,2025-03-26,INBOUND,SEPA,USD,9274.19,CA,PENDING
PAY-00001350,CLIENT-0035,ACC-000093,2025-11-26,OUTBOUND,WIRE,EUR,68448.35,FR,SETTLED
PAY-00001351,CLIENT-0160,ACC-000482,2024-10-25,OUTBOUND,ACH,CAD,10621.00,AE,SETTLED
PAY-00001352,CLIENT-0377,ACC-001095,2026-04-16,OUTBOUND,REAL_TIME_PAYMENT,AED,106963.89,CA,SETTLED
PAY-00001353,CLIENT-0150,ACC-000453,2025-04-07,OUTBOUND,FX_TRANSFER,USD,246185.32,DE,SETTLED
PAY-00001354,CLIENT-0134,ACC-000397,2025-06-10,INBOUND,REAL_TIME_PAYMENT,USD,59787.02,SG,SETTLED
PAY-00001355,CLIENT-0134,ACC-000398,2026-03-29,INBOUND,CARD,USD,107735.32,AU,SETTLED
PAY-00001356,CLIENT-0235,ACC-000704,2024-12-17,OUTBOUND,SWIFT,MXN,97668.15,GB,SETTLED
PAY-00001357,CLIENT-0054,ACC-000149,2024-06-17,OUTBOUND,WIRE,USD,8887.85,AE,SETTLED
PAY-00001358,CLIENT-0106,ACC-000305,2026-06-01,INBOUND,WIRE,GBP,38359.67,MX,SETTLED
PAY-00001359,CLIENT-0074,ACC-000208,2024-11-11,OUTBOUND,REAL_TIME_PAYMENT,USD,42089.69,CH,SETTLED
PAY-00001360,CLIENT-0074,ACC-000207,2024-10-10,INBOUND,WIRE,AED,70575.00,CH,SETTLED
PAY-00001361,CLIENT-0053,ACC-000148,2025-05-15,INBOUND,BOOK_TRANSFER,USD,116267.83,SG,SETTLED
PAY-00001362,CLIENT-0132,ACC-000393,2026-06-18,INBOUND,CARD,USD,9458.11,AE,SETTLED
PAY-00001363,CLIENT-0049,ACC-000135,2026-05-14,OUTBOUND,CARD,USD,241019.87,GB,SETTLED
PAY-00001364,CLIENT-0187,ACC-000560,2026-02-18,OUTBOUND,SWIFT,USD,1831.14,IN,SETTLED
PAY-00001365,CLIENT-0402,ACC-001179,2026-06-22,INBOUND,SWIFT,EUR,2334.08,JP,SETTLED
PAY-00001366,CLIENT-0112,ACC-000327,2026-04-17,OUTBOUND,BOOK_TRANSFER,EUR,228573.92,SG,SETTLED
PAY-00001367,CLIENT-0034,ACC-000091,2024-12-18,INBOUND,SEPA,USD,77160.62,US,SETTLED
PAY-00001368,CLIENT-0288,ACC-000851,2026-04-11,OUTBOUND,SEPA,BRL,36142.82,IN,SETTLED
PAY-00001369,CLIENT-0317,ACC-000930,2026-03-14,OUTBOUND,SEPA,USD,228899.31,AE,SETTLED
PAY-00001370,CLIENT-0089,ACC-000250,2026-07-01,OUTBOUND,REAL_TIME_PAYMENT,USD,122938.46,DE,SETTLED
PAY-00001371,CLIENT-0478,ACC-001415,2026-02-19,INBOUND,BOOK_TRANSFER,SGD,208306.87,JP,REJECTED
PAY-00001372,CLIENT-0195,ACC-000579,2026-07-19,OUTBOUND,BOOK_TRANSFER,USD,272.99,MX,SETTLED
PAY-00001373,CLIENT-0141,ACC-000420,2025-08-18,INBOUND,REAL_TIME_PAYMENT,CAD,80635.35,NL,PENDING
PAY-00001374,CLIENT-0015,ACC-000037,2026-01-26,INBOUND,REAL_TIME_PAYMENT,EUR,115420.90,US,SETTLED
PAY-00001375,CLIENT-0493,ACC-001470,2024-08-09,OUTBOUND,CARD,USD,14840.10,IE,SETTLED
PAY-00001376,CLIENT-0046,ACC-000121,2025-08-12,INBOUND,WIRE,USD,9454.94,NL,SETTLED
PAY-00001377,CLIENT-0233,ACC-000699,2025-06-12,INBOUND,BOOK_TRANSFER,AUD,170827.72,DE,SETTLED
PAY-00001378,CLIENT-0431,ACC-001269,2024-06-02,OUTBOUND,ACH,USD,6394.13,NL,SETTLED
PAY-00001379,CLIENT-0095,ACC-000268,2025-02-18,OUTBOUND,CARD,SGD,127896.48,AE,SETTLED
PAY-00001380,CLIENT-0200,ACC-000600,2025-04-08,INBOUND,BOOK_TRANSFER,GBP,2250.30,DE,SETTLED
PAY-00001381,CLIENT-0172,ACC-000521,2026-05-12,INBOUND,WIRE,USD,166054.85,AU,PENDING
PAY-00001382,CLIENT-0146,ACC-000436,2026-01-05,OUTBOUND,WIRE,CAD,97272.22,MX,SETTLED
PAY-00001383,CLIENT-0231,ACC-000692,2026-03-25,OUTBOUND,SEPA,EUR,192488.85,GB,SETTLED
PAY-00001384,CLIENT-0484,ACC-001438,2025-04-01,OUTBOUND,ACH,USD,45293.08,FR,SETTLED
PAY-00001385,CLIENT-0488,ACC-001452,2024-12-09,OUTBOUND,WIRE,USD,216801.30,JP,SETTLED
PAY-00001386,CLIENT-0048,ACC-000131,2026-07-14,OUTBOUND,CARD,USD,123763.32,BR,SETTLED
PAY-00001387,CLIENT-0046,ACC-000121,2025-08-04,OUTBOUND,WIRE,USD,12555.10,DE,SETTLED
PAY-00001388,CLIENT-0090,ACC-000254,2025-06-08,INBOUND,SWIFT,EUR,216328.14,FR,PENDING
PAY-00001389,CLIENT-0064,ACC-000176,2025-04-10,OUTBOUND,FX_TRANSFER,USD,86972.15,MX,SETTLED
PAY-00001390,CLIENT-0161,ACC-000485,2026-01-24,INBOUND,REAL_TIME_PAYMENT,EUR,10736.30,GB,SETTLED
PAY-00001391,CLIENT-0468,ACC-001386,2024-05-02,INBOUND,BOOK_TRANSFER,USD,3080.90,IN,SETTLED
PAY-00001392,CLIENT-0047,ACC-000125,2024-04-09,OUTBOUND,FX_TRANSFER,USD,212783.07,IE,SETTLED
PAY-00001393,CLIENT-0470,ACC-001390,2025-09-21,OUTBOUND,SEPA,INR,3622.85,IE,SETTLED
PAY-00001394,CLIENT-0087,ACC-000245,2026-05-22,OUTBOUND,FX_TRANSFER,EUR,139871.32,CH,SETTLED
PAY-00001395,CLIENT-0336,ACC-000980,2025-11-10,INBOUND,WIRE,USD,18130.36,AE,SETTLED
PAY-00001396,CLIENT-0179,ACC-000539,2024-09-27,OUTBOUND,BOOK_TRANSFER,USD,16127.35,NL,SETTLED
PAY-00001397,CLIENT-0021,ACC-000059,2025-06-01,OUTBOUND,REAL_TIME_PAYMENT,USD,106139.13,US,SETTLED
PAY-00001398,CLIENT-0270,ACC-000804,2024-09-30,INBOUND,WIRE,USD,10183.71,JP,SETTLED
PAY-00001399,CLIENT-0346,ACC-001015,2024-07-10,INBOUND,SEPA,USD,208564.02,NL,PENDING
PAY-00001400,CLIENT-0494,ACC-001475,2024-12-05,INBOUND,CARD,EUR,133757.68,AE,SETTLED
PAY-00001401,CLIENT-0059,ACC-000166,2026-06-22,INBOUND,ACH,USD,143380.70,NL,SETTLED
PAY-00001402,CLIENT-0268,ACC-000799,2025-12-19,OUTBOUND,ACH,EUR,165127.95,GB,SETTLED
PAY-00001403,CLIENT-0288,ACC-000855,2026-04-30,OUTBOUND,CARD,BRL,5116.16,IN,SETTLED
PAY-00001404,CLIENT-0197,ACC-000588,2026-02-24,OUTBOUND,CARD,USD,17074.92,BR,SETTLED
PAY-00001405,CLIENT-0406,ACC-001193,2026-03-20,OUTBOUND,REAL_TIME_PAYMENT,EUR,66342.86,DE,SETTLED
PAY-00001406,CLIENT-0478,ACC-001416,2024-01-12,INBOUND,CARD,CAD,114248.91,AU,PENDING
PAY-00001407,CLIENT-0083,ACC-000232,2025-04-24,INBOUND,CARD,EUR,68990.43,GB,SETTLED
PAY-00001408,CLIENT-0366,ACC-001070,2025-03-04,INBOUND,SEPA,EUR,65194.71,JP,SETTLED
PAY-00001409,CLIENT-0324,ACC-000951,2025-03-25,INBOUND,BOOK_TRANSFER,EUR,128018.37,CA,PENDING
PAY-00001410,CLIENT-0048,ACC-000128,2025-11-23,OUTBOUND,SEPA,USD,125279.81,MX,SETTLED
PAY-00001411,CLIENT-0103,ACC-000296,2025-10-04,OUTBOUND,SEPA,USD,65141.79,AU,SETTLED
PAY-00001412,CLIENT-0095,ACC-000269,2026-04-06,INBOUND,REAL_TIME_PAYMENT,USD,55061.43,AE,REJECTED
PAY-00001413,CLIENT-0016,ACC-000042,2025-06-25,OUTBOUND,ACH,EUR,10236.79,CA,SETTLED
PAY-00001414,CLIENT-0087,ACC-000244,2024-04-01,OUTBOUND,SEPA,GBP,64568.69,CA,SETTLED
PAY-00001415,CLIENT-0267,ACC-000797,2026-01-09,OUTBOUND,SEPA,USD,566.03,BR,SETTLED
PAY-00001416,CLIENT-0148,ACC-000443,2024-12-15,OUTBOUND,SEPA,USD,117940.73,IE,SETTLED
PAY-00001417,CLIENT-0472,ACC-001398,2024-09-28,INBOUND,REAL_TIME_PAYMENT,USD,145402.77,AE,SETTLED
PAY-00001418,CLIENT-0123,ACC-000368,2026-07-17,INBOUND,SEPA,USD,151208.74,BR,SETTLED
PAY-00001419,CLIENT-0440,ACC-001299,2026-02-19,INBOUND,ACH,CAD,10912.93,BR,SETTLED
PAY-00001420,CLIENT-0208,ACC-000619,2025-03-12,OUTBOUND,CARD,AED,244915.78,AE,SETTLED
PAY-00001421,CLIENT-0304,ACC-000893,2025-06-30,INBOUND,SWIFT,USD,11270.29,FR,SETTLED
PAY-00001422,CLIENT-0041,ACC-000113,2026-04-17,OUTBOUND,SWIFT,USD,10351.13,SG,PENDING
PAY-00001423,CLIENT-0476,ACC-001408,2026-07-01,INBOUND,REAL_TIME_PAYMENT,USD,144150.77,NL,SETTLED
PAY-00001424,CLIENT-0466,ACC-001380,2025-10-27,INBOUND,REAL_TIME_PAYMENT,INR,121386.43,CA,SETTLED
PAY-00001425,CLIENT-0398,ACC-001164,2025-06-03,INBOUND,WIRE,USD,10369.55,IN,SETTLED
PAY-00001426,CLIENT-0362,ACC-001059,2025-08-26,OUTBOUND,ACH,USD,162712.37,DE,PENDING
PAY-00001427,CLIENT-0439,ACC-001296,2026-06-01,INBOUND,SWIFT,MXN,127783.66,GB,SETTLED
PAY-00001428,CLIENT-0125,ACC-000374,2024-11-04,OUTBOUND,CARD,USD,108943.78,AU,SETTLED
PAY-00001429,CLIENT-0474,ACC-001403,2026-01-24,OUTBOUND,ACH,CHF,82527.97,GB,SETTLED
PAY-00001430,CLIENT-0153,ACC-000460,2026-07-30,OUTBOUND,BOOK_TRANSFER,USD,97294.88,IN,SETTLED
PAY-00001431,CLIENT-0150,ACC-000451,2026-07-06,INBOUND,WIRE,USD,201542.35,BR,SETTLED
PAY-00001432,CLIENT-0201,ACC-000602,2025-12-30,INBOUND,CARD,USD,1824.72,GB,SETTLED
PAY-00001433,CLIENT-0165,ACC-000497,2024-07-22,INBOUND,REAL_TIME_PAYMENT,USD,1298.40,MX,SETTLED
PAY-00001434,CLIENT-0347,ACC-001016,2026-06-29,INBOUND,BOOK_TRANSFER,USD,181999.62,MX,SETTLED
PAY-00001435,CLIENT-0187,ACC-000560,2025-05-03,OUTBOUND,REAL_TIME_PAYMENT,USD,13169.85,GB,RETURNED
PAY-00001436,CLIENT-0256,ACC-000772,2026-07-24,OUTBOUND,FX_TRANSFER,USD,10243.14,US,SETTLED
PAY-00001437,CLIENT-0445,ACC-001312,2025-06-23,INBOUND,WIRE,USD,42846.42,SG,REJECTED
PAY-00001438,CLIENT-0434,ACC-001280,2026-01-08,OUTBOUND,REAL_TIME_PAYMENT,USD,85148.05,IE,SETTLED
PAY-00001439,CLIENT-0307,ACC-000904,2024-03-21,OUTBOUND,BOOK_TRANSFER,USD,215674.48,CH,SETTLED
PAY-00001440,CLIENT-0229,ACC-000681,2025-08-04,OUTBOUND,WIRE,USD,122257.66,MX,SETTLED
PAY-00001441,CLIENT-0227,ACC-000678,2024-06-26,INBOUND,FX_TRANSFER,USD,654.80,FR,SETTLED
PAY-00001442,CLIENT-0291,ACC-000863,2025-12-12,OUTBOUND,REAL_TIME_PAYMENT,EUR,121417.31,GB,SETTLED
PAY-00001443,CLIENT-0341,ACC-000999,2025-09-06,INBOUND,REAL_TIME_PAYMENT,USD,14905.17,MX,REJECTED
PAY-00001444,CLIENT-0451,ACC-001334,2026-05-17,OUTBOUND,CARD,USD,4515.01,CA,SETTLED
PAY-00001445,CLIENT-0128,ACC-000380,2024-10-06,INBOUND,BOOK_TRANSFER,USD,11927.57,US,SETTLED
PAY-00001446,CLIENT-0138,ACC-000411,2024-12-29,OUTBOUND,BOOK_TRANSFER,MXN,237195.85,CH,SETTLED
PAY-00001447,CLIENT-0367,ACC-001072,2026-05-31,OUTBOUND,REAL_TIME_PAYMENT,GBP,27483.62,IE,SETTLED
PAY-00001448,CLIENT-0223,ACC-000667,2026-05-25,OUTBOUND,CARD,USD,42503.89,CA,SETTLED
PAY-00001449,CLIENT-0263,ACC-000789,2025-06-28,OUTBOUND,FX_TRANSFER,USD,282.97,IE,PENDING
PAY-00001450,CLIENT-0209,ACC-000621,2026-06-09,INBOUND,WIRE,CAD,165988.42,SG,SETTLED
PAY-00001451,CLIENT-0244,ACC-000737,2026-04-06,OUTBOUND,SEPA,USD,16.93,GB,SETTLED
PAY-00001452,CLIENT-0077,ACC-000216,2025-12-08,OUTBOUND,CARD,EUR,10035.72,AU,SETTLED
PAY-00001453,CLIENT-0207,ACC-000617,2024-08-23,OUTBOUND,CARD,EUR,156960.22,NL,SETTLED
PAY-00001454,CLIENT-0392,ACC-001141,2026-06-05,INBOUND,FX_TRANSFER,USD,137625.71,SG,SETTLED
PAY-00001455,CLIENT-0038,ACC-000104,2026-07-23,INBOUND,BOOK_TRANSFER,USD,104006.54,US,SETTLED
PAY-00001456,CLIENT-0221,ACC-000658,2025-03-06,OUTBOUND,SWIFT,EUR,1766.57,US,SETTLED
PAY-00001457,CLIENT-0249,ACC-000751,2026-07-02,INBOUND,SWIFT,USD,69251.29,SG,SETTLED
PAY-00001458,CLIENT-0434,ACC-001280,2025-09-08,OUTBOUND,BOOK_TRANSFER,USD,12020.95,AE,SETTLED
PAY-00001459,CLIENT-0352,ACC-001033,2025-02-08,OUTBOUND,FX_TRANSFER,INR,229145.88,NL,SETTLED
PAY-00001460,CLIENT-0424,ACC-001251,2026-04-22,OUTBOUND,REAL_TIME_PAYMENT,EUR,2056.29,JP,SETTLED
PAY-00001461,CLIENT-0146,ACC-000435,2025-09-18,OUTBOUND,CARD,CAD,178975.73,JP,SETTLED
PAY-00001462,CLIENT-0366,ACC-001069,2025-05-16,INBOUND,ACH,EUR,113291.03,MX,SETTLED
PAY-00001463,CLIENT-0134,ACC-000397,2025-12-13,INBOUND,BOOK_TRANSFER,USD,16340.02,SG,SETTLED
PAY-00001464,CLIENT-0170,ACC-000515,2026-04-12,INBOUND,ACH,USD,186550.58,FR,SETTLED
PAY-00001465,CLIENT-0442,ACC-001304,2026-07-22,INBOUND,FX_TRANSFER,USD,249.79,US,SETTLED
PAY-00001466,CLIENT-0396,ACC-001157,2026-07-13,INBOUND,REAL_TIME_PAYMENT,USD,38291.44,SG,SETTLED
