client_id,client_type,country_code,risk_rating,onboarding_date,status
CLIENT-0357,INDIVIDUAL,US,MEDIUM,2018-04-02,ACTIVE
CLIENT-0358,INDIVIDUAL,IE,MEDIUM,2020-10-16,ACTIVE
CLIENT-0359,CORPORATE,US,HIGH,2023-03-31,ACTIVE
CLIENT-0360,INDIVIDUAL,IN,LOW,2023-02-03,ACTIVE
CLIENT-0361,CORPORATE,NL,LOW,2019-12-18,ACTIVE
CLIENT-0362,CORPORATE,US,MEDIUM,2019-02-13,ACTIVE
CLIENT-0363,CORPORATE,FR,MEDIUM,2021-12-22,ACTIVE
CLIENT-0364,CORPORATE,JP,HIGH,2022-06-22,ACTIVE
CLIENT-0365,INDIVIDUAL,JP,LOW,2021-01-03,ACTIVE
CLIENT-0366,CORPORATE,NL,LOW,2018-04-29,SUSPENDED
CLIENT-0367,CORPORATE,IE,LOW,2021-02-24,ACTIVE
CLIENT-0368,CORPORATE,US,LOW,2021-08-12,ACTIVE
CLIENT-0369,CORPORATE,BR,MEDIUM,2021-09-19,ACTIVE
CLIENT-0370,CORPORATE,AU,MEDIUM,2024-08-22,ACTIVE
CLIENT-0371,CORPORATE,CA,MEDIUM,2023-04-24,ACTIVE
CLIENT-0372,INDIVIDUAL,NL,LOW,2020-06-03,ACTIVE
CLIENT-0373,CORPORATE,JP,LOW,2024-07-05,INACTIVE
CLIENT-0374,INDIVIDUAL,IE,LOW,2023-05-10,ACTIVE
CLIENT-0375,CORPORATE,IN,LOW,2021-07-21,ACTIVE
CLIENT-0376,CORPORATE,NL,HIGH,2023-11-01,ACTIVE
CLIENT-0377,CORPORATE,AE,HIGH,2024-09-29,ACTIVE
CLIENT-0378,CORPORATE,SG,HIGH,2021-05-04,ACTIVE
CLIENT-0379,INDIVIDUAL,AE,LOW,2021-09-08,ACTIVE
CLIENT-0380,INDIVIDUAL,DE,LOW,2022-03-24,ACTIVE
CLIENT-0381,CORPORATE,CH,MEDIUM,2021-02-26,ACTIVE
CLIENT-0382,CORPORATE,US,LOW,2023-05-10,INACTIVE
CLIENT-0383,CORPORATE,IN,MEDIUM,2018-11-13,ACTIVE
CLIENT-0384,INDIVIDUAL,CH,MEDIUM,2020-05-25,INACTIVE
CLIENT-0385,CORPORATE,CA,MEDIUM,2019-10-26,INACTIVE
CLIENT-0386,CORPORATE,US,MEDIUM,2018-01-19,ACTIVE
CLIENT-0387,INDIVIDUAL,NL,MEDIUM,2019-10-18,ACTIVE
CLIENT-0388,CORPORATE,GB,HIGH,2023-05-07,ACTIVE
CLIENT-0389,INDIVIDUAL,US,LOW,2021-07-06,INACTIVE
CLIENT-0390,INDIVIDUAL,US,LOW,2025-04-08,ACTIVE
CLIENT-0391,INDIVIDUAL,US,LOW,2022-08-22,ACTIVE
CLIENT-0392,CORPORATE,US,MEDIUM,2024-10-08,ACTIVE
CLIENT-0393,CORPORATE,US,HIGH,2023-03-09,ACTIVE
CLIENT-0394,CORPORATE,US,MEDIUM,2024-07-25,ACTIVE
CLIENT-0395,CORPORATE,JP,LOW,2024-01-12,ACTIVE
CLIENT-0396,CORPORATE,US,MEDIUM,2019-04-03,ACTIVE
CLIENT-0397,CORPORATE,US,LOW,2018-03-18,INACTIVE
CLIENT-0398,INDIVIDUAL,CA,MEDIUM,2024-07-28,ACTIVE
CLIENT-0399,INDIVIDUAL,GB,MEDIUM,2018-03-24,ACTIVE
CLIENT-0400,CORPORATE,BR,LOW,2019-12-12,ACTIVE
CLIENT-0401,INDIVIDUAL,FR,LOW,2018-01-12,ACTIVE
CLIENT-0402,CORPORATE,NL,HIGH,2020-02-22,SUSPENDED
CLIENT-0403,CORPORATE,US,LOW,2018-05-31,INACTIVE
CLIENT-0404,CORPORATE,US,LOW,2018-08-30,INACTIVE
CLIENT-0405,CORPORATE,AU,MEDIUM,2018-10-03,ACTIVE
CLIENT-0406,CORPORATE,DE,LOW,2024-02-22,ACTIVE
CLIENT-0407,INDIVIDUAL,US,LOW,2025-05-04,ACTIVE
CLIENT-0408,CORPORATE,CH,HIGH,2023-01-29,INACTIVE
CLIENT-0409,CORPORATE,MX,LOW,2022-05-08,ACTIVE
CLIENT-0410,CORPORATE,JP,HIGH,2025-03-08,ACTIVE
CLIENT-0411,CORPORATE,US,MEDIUM,2025-06-02,ACTIVE
CLIENT-0412,INDIVIDUAL,SG,HIGH,2018-08-11,ACTIVE
CLIENT-0413,CORPORATE,GB,MEDIUM,2020-11-04,ACTIVE
CLIENT-0414,CORPORATE,DE,LOW,2022-03-23,ACTIVE
CLIENT-0415,INDIVIDUAL,BR,LOW,2020-07-15,ACTIVE
CLIENT-0416,CORPORATE,CA,LOW,2019-11-28,ACTIVE
CLIENT-0417,CORPORATE,JP,HIGH,2019-12-02,ACTIVE
CLIENT-0418,CORPORATE,DE,HIGH,2024-07-10,ACTIVE
CLIENT-0419,CORPORATE,JP,MEDIUM,2018-09-11,ACTIVE
CLIENT-0420,CORPORATE,AU,HIGH,2022-01-28,ACTIVE
CLIENT-0421,CORPORATE,DE,MEDIUM,2024-07-22,ACTIVE
CLIENT-0422,CORPORATE,CH,LOW,2020-04-02,INACTIVE
CLIENT-0423,CORPORATE,DE,LOW,2020-07-03,ACTIVE
CLIENT-0424,INDIVIDUAL,FR,LOW,2018-09-30,ACTIVE
CLIENT-0425,CORPORATE,US,MEDIUM,2022-05-11,ACTIVE
CLIENT-0426,CORPORATE,CH,LOW,2018-09-11,ACTIVE
CLIENT-0427,CORPORATE,JP,MEDIUM,2024-01-04,ACTIVE
CLIENT-0428,CORPORATE,FR,LOW,2022-03-12,ACTIVE
CLIENT-0429,CORPORATE,AE,MEDIUM,2023-11-25,SUSPENDED
CLIENT-0430,CORPORATE,IN,MEDIUM,2022-08-27,ACTIVE
CLIENT-0431,INDIVIDUAL,MX,MEDIUM,2021-08-10,ACTIVE
CLIENT-0432,CORPORATE,NL,MEDIUM,2023-07-30,ACTIVE
CLIENT-0433,CORPORATE,FR,MEDIUM,2020-02-09,ACTIVE
CLIENT-0434,CORPORATE,AE,HIGH,2022-11-22,INACTIVE
CLIENT-0435,INDIVIDUAL,US,LOW,2024-09-02,ACTIVE
CLIENT-0436,CORPORATE,BR,MEDIUM,2023-11-13,ACTIVE
CLIENT-0437,CORPORATE,US,LOW,2021-05-10,ACTIVE
CLIENT-0438,CORPORATE,US,MEDIUM,2022-11-11,ACTIVE
CLIENT-0439,CORPORATE,US,MEDIUM,2022-08-22,ACTIVE
CLIENT-0440,INDIVIDUAL,CA,LOW,2025-01-13,ACTIVE
CLIENT-0441,INDIVIDUAL,NL,LOW,2024-07-30,ACTIVE
CLIENT-0442,INDIVIDUAL,BR,LOW,2020-05-21,ACTIVE
CLIENT-0443,INDIVIDUAL,CA,LOW,2018-09-19,ACTIVE
CLIENT-0444,CORPORATE,IE,HIGH,2018-08-21,SUSPENDED
CLIENT-0445,CORPORATE,US,LOW,2020-09-27,SUSPENDED
CLIENT-0446,CORPORATE,SG,MEDIUM,2019-02-16,ACTIVE
CLIENT-0447,CORPORATE,US,HIGH,2020-12-01,ACTIVE
CLIENT-0448,CORPORATE,FR,MEDIUM,2018-09-18,SUSPENDED
CLIENT-0449,CORPORATE,US,LOW,2024-04-19,ACTIVE
CLIENT-0450,CORPORATE,FR,MEDIUM,2024-09-25,ACTIVE
CLIENT-0451,INDIVIDUAL,JP,MEDIUM,2024-09-22,ACTIVE
CLIENT-0452,CORPORATE,US,HIGH,2023-09-18,ACTIVE
CLIENT-0453,CORPORATE,US,LOW,2019-03-17,ACTIVE
CLIENT-0454,CORPORATE,US,LOW,2019-08-02,ACTIVE
CLIENT-0455,CORPORATE,NL,LOW,2023-06-10,ACTIVE
CLIENT-0456,CORPORATE,BR,MEDIUM,2021-04-28,SUSPENDED
CLIENT-0457,INDIVIDUAL,NL,LOW,2024-11-23,ACTIVE
CLIENT-0458,CORPORATE,US,HIGH,2018-11-16,INACTIVE
CLIENT-0459,INDIVIDUAL,CA,LOW,2023-06-27,ACTIVE
CLIENT-0460,CORPORATE,US,LOW,2021-04-02,ACTIVE
CLIENT-0461,CORPORATE,NL,MEDIUM,2019-10-30,ACTIVE
CLIENT-0462,INDIVIDUAL,FR,LOW,2020-03-12,ACTIVE
CLIENT-0463,INDIVIDUAL,NL,LOW,2021-12-11,ACTIVE
CLIENT-0464,CORPORATE,DE,LOW,2018-05-28,ACTIVE
CLIENT-0465,INDIVIDUAL,IN,MEDIUM,2020-10-31,ACTIVE
CLIENT-0466,CORPORATE,IN,LOW,2021-12-12,ACTIVE
CLIENT-0467,INDIVIDUAL,US,LOW,2018-05-10,ACTIVE
CLIENT-0468,INDIVIDUAL,JP,LOW,2022-10-26,ACTIVE
CLIENT-0469,CORPORATE,NL,MEDIUM,2024-07-04,ACTIVE
CLIENT-0470,INDIVIDUAL,IN,LOW,2022-10-21,ACTIVE
CLIENT-0471,CORPORATE,CH,HIGH,2019-02-02,INACTIVE
CLIENT-0472,CORPORATE,AU,LOW,2018-11-17,ACTIVE
CLIENT-0473,CORPORATE,NL,MEDIUM,2023-12-22,ACTIVE
CLIENT-0474,CORPORATE,CH,MEDIUM,2024-10-15,ACTIVE
CLIENT-0475,CORPORATE,GB,LOW,2021-08-17,INACTIVE
CLIENT-0476,CORPORATE,JP,MEDIUM,2021-02-11,ACTIVE
CLIENT-0477,INDIVIDUAL,US,LOW,2025-04-06,ACTIVE
CLIENT-0478,CORPORATE,CA,MEDIUM,2018-11-16,ACTIVE
CLIENT-0479,CORPORATE,DE,MEDIUM,2024-07-26,ACTIVE
CLIENT-0480,INDIVIDUAL,DE,LOW,2022-07-12,ACTIVE
CLIENT-0481,CORPORATE,CA,LOW,2020-03-12,ACTIVE
CLIENT-0482,CORPORATE,BR,MEDIUM,2025-05-31,ACTIVE
CLIENT-0483,INDIVIDUAL,CA,LOW,2021-01-23,ACTIVE
CLIENT-0484,CORPORATE,US,MEDIUM,2019-01-28,SUSPENDED
CLIENT-0485,INDIVIDUAL,DE,LOW,2023-03-27,ACTIVE
CLIENT-0486,CORPORATE,US,LOW,2019-09-14,ACTIVE
CLIENT-0487,CORPORATE,SG,MEDIUM,2023-07-09,ACTIVE
CLIENT-0488,CORPORATE,US,MEDIUM,2022-05-10,ACTIVE
CLIENT-0489,CORPORATE,GB,MEDIUM,2021-12-01,ACTIVE
CLIENT-0490,INDIVIDUAL,BR,LOW,2021-09-02,ACTIVE
CLIENT-0491,CORPORATE,BR,MEDIUM,2019-04-04,ACTIVE
CLIENT-0492,CORPORATE,CA,HIGH,2018-11-17,ACTIVE
CLIENT-0493,INDIVIDUAL,US,LOW,2022-01-04,ACTIVE
CLIENT-0494,CORPORATE,CA,MEDIUM,2021-11-22,INACTIVE
CLIENT-0495,INDIVIDUAL,US,LOW,2024-04-01,INACTIVE
CLIENT-0496,CORPORATE,US,HIGH,2022-09-03,ACTIVE
CLIENT-0497,CORPORATE,US,HIGH,2025-06-15,ACTIVE
CLIENT-0498,CORPORATE,DE,MEDIUM,2018-09-05,ACTIVE
CLIENT-0499,CORPORATE,JP,MEDIUM,2021-08-20,INACTIVE
CLIENT-0500,INDIVIDUAL,MX,MEDIUM,2019-10-11,INACTIVE
